"sim","loss"
1512,1856817.946
1513,20331256.524
1514,39556684.77
1515,11464454.003
1516,18504138.629
1517,2527465
1518,18940806.993
1519,45171202.011
1520,5052681.826
1521,30144132.569
1522,1520244.552
1523,20762289.318
1524,5591768.435
1525,21105364.554
1526,48383040.793
1527,20454784.307
1528,1203454
1529,17110365.189
1530,22489035.774
1531,3412457
1532,37401832.812
1533,12497912.968
1534,3682956.552
1535,5904343.478
1536,10859339.83
1537,5591768.435
1538,16787889.237
1539,807000
1540,7747786.099
1541,14589620.099
1542,6623147.513
1543,27783986.139
1544,16820586.83
1545,59891413.763
1546,13983530.783
1547,4014961.3
1548,24080848.403
1549,11854824.668
1550,34887056.668
1551,0
1552,3032162.826
1553,4944665
1554,0
1555,22861310.39
1556,19479345.633
1557,3329307
1558,1787821.216
1559,32742195.781
1560,12783317.888
1561,1646192
1562,6319915.362
1563,0
1564,24896904.242
1565,0
1566,13760474.271
1567,18143716.662
1568,7237231.84
1569,19402361.016
1570,3335900.031
1571,339864
1572,4559019.768
1573,7497924.614
1574,1354387.58
1575,21169342.308
1576,8717678.295
1577,12282212.942
1578,32833976.075
1579,18307393.598
1580,10688667.068
1581,82287578.647
1582,25972212.854
1583,15483063.209
1584,11168515.062
1585,46693072.065
1586,18502343.628
1587,1173174.552
1588,4217850.709
1589,21246345.414
1590,17327580.362
1591,18486133.83
1592,9511031.642
1593,9423963.362
1594,807000
1595,16135795.884
1596,19287908.291
1597,2508457.58
1598,10177098.755
1599,11826194.678
1600,0
1601,0
1602,21219833.174
1603,347070
1604,26604695.235
1605,25040002.951
1606,11684446.281
1607,10921154.062
1608,6407584
1609,5062347.826
1610,22039943.433
1611,3752019.768
1612,27459891.145
1613,6964833.768
1614,38306744.468
1615,13956263.828
1616,3274461
1617,6198599.378
1618,21973129.09
1619,18765731.801
1620,4001623.536
1621,10292779.018
1622,23530718.313
1623,21062504.293
1624,22405153.896
1625,10138004.987
1626,11343456.08
1627,10892183.156
1628,14336302.932
1629,4289211.751
1630,22188931.023
1631,23102602.71
1632,12464222.8
1633,15753867.756
1634,6711262.451
1635,7740347.33
1636,5837711.441
1637,0
1638,0
1639,0
1640,0
1641,160225
1642,9419592.468
1643,27591062.194
1644,16781108.5
1645,12868234.854
1646,24801161.377
1647,0
1648,23639532.001
1649,7440689.886
1650,1203454
1651,1354387.58
1652,1980174.552
1653,7490891.113
1654,6783372.513
1655,19640232.503
1656,5375260.14
1657,16924003.507
1658,41325572.09
1659,5665024.826
1660,8889031.958
1661,5261517
1662,5591768.435
1663,26910968.366
1664,13587108.497
1665,8851043.406
1666,3839162.826
1667,18991061.456
1668,6934710.201
1669,15198361.062
1670,8828627.987
1671,28856157.808
1672,2316057.451
1673,15831180.111
1674,7276511.3
1675,5305528.153
1676,7589841.9
1677,7367038.632
1678,7237960.435
1679,13523941.062
1680,12724065.253
1681,6382595.846
1682,16690980.154
1683,9945990.466
1684,2790468.751
1685,5027832.666
1686,4396402.3
1687,5074039.768
1688,160225
1689,23507773.616
1690,29484562.391
1691,11961651.62
1692,6925317.523
1693,9982987.62
1694,3288601.451
1695,23444637.922
1696,1291942.603
1697,13621632.645
1698,11273429.695
1699,7333573
1700,11457116.203
1701,1055672
1702,12964398.064
1703,11200343.974
1704,11973433.362
1705,867078.765
1706,7681488.188
1707,15753848.126
1708,13812696.446
1709,4537789.423
1710,14798055.988
1711,13816383.744
1712,19349283.411
1713,1557887
1714,14457120.518
1715,2631127.147
1716,17448346.398
1717,18826203.032
1718,0
1719,20848740.694
1720,863590
1721,38406628.46
1722,29337846.891
1723,50101839.377
1724,17308638.577
1725,17257404.298
1726,26614861.905
1727,5214279.277
1728,14733243.691
1729,7882637.062
1730,15050189.605
1731,26585088.819
1732,13405086.435
1733,22390922.56
1734,12952309.065
1735,4944665
1736,1173174.552
1737,7278756.008
1738,3015134.84
1739,24562701.725
1740,26039520.194
1741,10512231.869
1742,9871264.826
1743,22899255.003
1744,5393668.219
1745,12752576.813
1746,34171732.265
1747,11107053.038
1748,25727135.049
1749,22874594.529
