"sim","loss"
1750,2668682.58
1751,4824896.74
1752,14799826.062
1753,11878443.894
1754,7820907.435
1755,16466342.377
1756,31452789.163
1757,8567887.435
1758,0
1759,21594118.315
1760,8805616.304
1761,16560703.071
1762,211322
1763,6763276.53
1764,22377020.818
1765,0
1766,12485922.564
1767,16987959.754
1768,7810891.583
1769,8234310
1770,211322
1771,10648352.174
1772,27972962.534
1773,32075913.255
1774,23115868.308
1775,31040691.149
1776,19572706.639
1777,0
1778,6889254.451
1779,15032425.897
1780,17612103.706
1781,9128241.642
1782,8053231.486
1783,5550889.348
1784,23799323.564
1785,15879365.287
1786,18793002.129
1787,10994197.418
1788,14877562.54
1789,9193011.3
1790,9641870.062
1791,39490260.69
1792,12206241.881
1793,9884127.653
1794,13978035.507
1795,4545431.946
1796,16781133.791
1797,7556816.246
1798,10329660.332
1799,12726069.827
1800,3646731.768
1801,10124653.062
1802,3505020.852
1803,13971358.513
1804,10690464.446
1805,2327455.782
1806,3412155.768
1807,1957183.088
1808,15364529.69
1809,10919474.104
1810,8826361.001
1811,750887
1812,15551504.191
1813,13089074.326
1814,0
1815,5014888.8
1816,8533228.435
1817,1462919
1818,6854475.45
1819,3318726
1820,18400330.203
1821,11989038.371
1822,22843519.694
1823,7108758.598
1824,9617734.734
1825,3902957.178
1826,1646192
1827,29115653.527
1828,7195474.015
1829,0
1830,863590
1831,14213743.012
1832,0
1833,4914726.088
1834,8957344.359
1835,17511341.293
1836,7410410.438
1837,26072393.289
1838,13419465.735
1839,3243484.826
1840,1881912
1841,2145479
1842,16356121.682
1843,11626505.068
1844,10135237.113
1845,10125212.391
1846,6385867.826
1847,22464209.797
1848,476568.288
1849,28223628.57
1850,30964673.673
1851,77829474.815
1852,6978763.435
1853,24758030.382
1854,3759225.768
1855,16900085.642
1856,1161987.451
1857,25386608.085
1858,1074912
1859,1636562.307
1860,750887
1861,21589030.322
1862,14829807.497
1863,12036087.029
1864,0
1865,6240479.911
1866,10349537.406
1867,1514612.58
1868,2333126
1869,16983221.431
1870,1406591.424
1871,18523516.841
1872,18468070.702
1873,0
1874,7821211.622
1875,7657521.11
1876,11998587.87
1877,27340580.406
1878,7594089.406
1879,18067844.455
1880,1683115
1881,32320076.762
1882,15691127.754
1883,10808763.126
1884,12072849.768
1885,11557606.577
1886,20232483.245
1887,37099079.632
1888,62050774.383
1889,3427992.228
1890,2451860.588
1891,9127172.435
1892,21598478.651
1893,21622702.956
1894,48079488.303
1895,10780713.614
1896,10329640.999
1897,11077704.328
1898,22170968.891
1899,5474500.826
1900,1683115
1901,19966389.811
1902,31964767.693
1903,12360918.954
1904,2327244.552
1905,2143583.048
1906,1646192
1907,10232394.243
1908,16926784.937
1909,13037525.228
1910,347070
1911,5134702.448
1912,211322
1913,8448057.987
1914,2738205.652
1915,11432160.01
1916,18333704.491
1917,8356820.768
1918,1652785.031
1919,8123376.081
1920,11894505.506
1921,51084653.033
1922,15828908.984
1923,0
1924,15906557.461
1925,6324750.062
1926,14576636.627
1927,15523417.261
1928,39968547.05
1929,18114216.364
1930,64085398.029
1931,9121912.993
1932,339864
1933,21580497.061
1934,3759225.768
1935,30338024.893
1936,9024859
1937,1354387.58
1938,12603652.519
1939,34529157.5
1940,20104668.323
1941,30869068.333
1942,2872193.499
1943,7981634.552
1944,14617490.022
1945,211322
1946,20528522.671
1947,16173300.77
1948,9430072.044
1949,19015999.425
1950,1471572.003
1951,21991730.492
1952,42791864.951
1953,66285464.197
1954,1333399.552
1955,9299269.303
1956,7497924.614
1957,0
1958,5503057
1959,1354387.58
1960,4012452.975
1961,7630857.802
1962,15741186.353
1963,298397.451
1964,2331846.3
1965,6113179.746
1966,23123540.69
1967,211322
1968,8236240.062
1969,35665793.855
1970,339864
1971,10512628.14
1972,6707718.937
1973,6214021.987
1974,13362848.645
1975,34946656.008
1976,26823318.906
1977,9079890.023
1978,9874860.915
1979,26802391.701
1980,7856939.58
1981,11847481.35
1982,347070
1983,7514194.003
1984,12242490.41
1985,0
1986,627380.346
1987,9785605.482
1988,15405097.693
1989,36485988.823
1990,1646192
1991,16924095.764
1992,4647178.132
1993,0
1994,18840099.246
1995,46584079.268
1996,5741530
1997,962209
1998,2584030
1999,23472024.992
2000,12256585.287
2001,5575641.141
2002,0
2003,2912274.58
2004,5459714.3
2005,5496865.003
2006,33256998.353
2007,6627780
2008,10194567.062
2009,2331846.3
2010,37039235.564
2011,14369554.136
2012,1387509.116
2013,34830440.325
2014,2115013.451
2015,17383294.217
2016,27569565.841
2017,40886752.295
2018,5049822.826
2019,4386550.406
2020,10994118.708
2021,0
2022,6893992.435
2023,23161780.507
2024,1857514
2025,20997814.484
2026,2809736.859
2027,29328774.83
2028,2331846.3
2029,8215244.753
2030,7197254.886
2031,16805045.83
2032,17247757.906
2033,7976827.826
2034,5839243.552
2035,20692692.614
2036,12146367.494
2037,5641521.329
2038,5933258.248
2039,5133759.88
2040,13202222.058
2041,11718216.844
2042,6342655.435
2043,6534685.075
2044,3780728.208
2045,44045277.331
2046,4674827.128
2047,6352916.693
2048,4205337.378
2049,25624271.746
2050,23900166.713
2051,18459263.909
2052,6064032.887
2053,3918266
2054,15684772.382
2055,2706930
2056,11851595.789
2057,12333231.203
2058,41190804.033
2059,1024913.451
2060,16139466.202
2061,8478337.435
2062,7628532.987
2063,29287414.643
2064,8669084.062
2065,10876297.435
2066,27443064.131
2067,8787204.735
2068,12000021.236
2069,1646192
2070,18085976.338
2071,14876591.614
2072,26972971.724
2073,7337850.768
2074,48626219.481
2075,750887
2076,22031650.049
2077,1307982.288
2078,17976762.844
2079,5341689
2080,11618901.755
2081,0
2082,3621782.031
2083,2906162.599
2084,9571836.3
2085,211322
2086,11811727.826
2087,12697821.015
2088,3412155.768
2089,25275035.303
2090,2277461.588
2091,10230383.654
2092,11872679.774
2093,7789409.32
2094,70603675.392
2095,19770337.323
2096,2601404
2097,5250140.406
2098,15859725.435
2099,4072451.78
2100,7563701.608
2101,18117024.797
2102,1646192
2103,890044.72
2104,3115945.69
2105,30794711.124
2106,26684266.379
2107,339864
2108,11970510.755
2109,6160826.84
2110,23327494.34
2111,13281963.131
2112,20508058.538
2113,2492071.3
2114,25067025.873
2115,1173174.552
2116,19519144.839
2117,38776641.631
2118,15140562.461
2119,13625538.93
2120,17868900.665
2121,3455983.3
2122,32919449.604
2123,3243484.826
2124,7127001.435
2125,2328582.451
2126,44425911.884
2127,3032162.826
2128,38014058.112
2129,1384496.552
2130,1589907.24
2131,20967642.975
2132,34620377.726
2133,6779975.066
2134,15500376.567
2135,6110486.384
2136,9066853.768
2137,3783049.826
2138,13036941.465
2139,25164728.282
2140,1683115
2141,10220927.799
2142,27724993.548
2143,1358186
2144,24926761.575
2145,8730614.735
2146,7218966.175
2147,2217977.58
2148,2748979.58
2149,2630243.751
2150,9087690.335
2151,7390194.068
2152,16752467.985
2153,12159849.368
2154,10250370.567
2155,19423412.334
2156,15482286.191
2157,14385280.559
2158,11189723.894
2159,3572380.768
2160,12293077.919
2161,28132543.768
2162,18570887.705
2163,12761158.362
2164,458430
2165,31738131.995
2166,1049284.451
2167,9902869.078
2168,1250976
2169,26171295.906
2170,20496502.686
2171,5256813.472
2172,29532948.081
2173,17140193.823
2174,15459024.797
2175,36506730.268
2176,24635351.836
2177,317680
2178,8698572.35
2179,2509782
2180,10334980.408
2181,13991510.197
2182,11408658.686
2183,44104460.173
2184,26633493.012
2185,9806301.153
2186,1354387.58
2187,18856388.707
2188,5803090.435
2189,2357524
2190,9786070.566
2191,6905989.519
2192,10081181.32
2193,278760.69
2194,211322
2195,4070342.552
2196,26636211.62
2197,3895752.826
2198,9621177.113
2199,52170906.595
2200,8885671.774
2201,2154076.5
2202,26785506.894
2203,409543
2204,16730839.696
2205,4944665
2206,15926401.012
2207,12645668.867
2208,31751469.922
2209,2327455.782
2210,14858479.304
2211,1924061.552
2212,0
2213,37167258.845
2214,29189838.67
2215,3032162.826
2216,10136320.513
2217,46261095.685
2218,9762002.435
2219,6536072.062
2220,18427337.942
2221,4130119.826
2222,2110813
2223,10728371.146
2224,8811308.886
2225,10996573.234
2226,23958696.404
2227,21477198.917
2228,5574557.768
2229,347070
2230,9119438.693
2231,6348595.886
2232,8954993.813
2233,24993042.154
2234,0
2235,10575106.2
2236,3211636.3
2237,7395591.678
2238,7430147.513
2239,21520599.73
2240,211322
2241,8951775.261
2242,3623477.768
2243,15369404.311
2244,38653817.832
2245,10733141.136
2246,2950459.362
2247,28152012.956
2248,17655864.442
2249,21830104.658
2250,11801350.783
2251,750887
2252,35257474.824
2253,15685384.261
2254,1210660
2255,4678354.826
2256,20669299.565
2257,669944.451
2258,3633478.826
2259,13231632.32
2260,5008322.308
2261,15744865.118
2262,2763487.724
2263,18163311.285
2264,6850603.857
2265,5506535.58
2266,11592849.362
2267,9343530.362
2268,36833081.104
2269,12486602.891
2270,20430881.524
2271,5890165.886
2272,3370552.552
2273,1002662
2274,7432105
2275,13046215.435
2276,1438030
2277,12494932.83
2278,29365946.998
2279,339864
2280,13368625.939
2281,10081448.074
2282,7322531.859
2283,19205980.443
2284,21340950.234
2285,6321298
2286,11835617.712
2287,7149058.829
2288,27084055.858
2289,6314981.241
2290,29759571.891
2291,19321892.161
2292,2649526.3
2293,8446423
2294,10207672.024
2295,13517131.942
2296,0
2297,57576579.719
2298,19418053.254
2299,211322
2300,5573450.207
2301,19504633.265
2302,12752806.904
2303,20421260.33
2304,6241633.23
2305,10549646.162
2306,7542275.594
2307,2426762.451
2308,19503543.903
2309,15071371.939
2310,18031554.339
2311,29711712.237
2312,11151256.401
2313,7142271.331
2314,45980836.852
2315,3195436.3
2316,9623821.362
2317,11901918.862
2318,2761629
2319,6536072.062
2320,5096987
2321,16679342.328
2322,11508352.487
2323,9440446.062
2324,339864
2325,5360688.343
2326,0
2327,4944665
2328,11489682.594
2329,8234117.068
2330,10790286.3
2331,9204305.093
2332,2084286.552
2333,41431941.834
2334,21364755.545
2335,7085064.552
2336,9012537.194
2337,13433073.641
2338,246577
2339,11303543.366
2340,8133046.663
2341,7390194.068
2342,9901028.399
2343,47816437.529
2344,8430145
2345,160225
2346,1173174.552
2347,11681573.942
2348,10039629.462
2349,1646192
2350,1897751
2351,13633631.812
2352,3693569
2353,11970760.369
2354,13641572.608
2355,0
2356,17915723.98
2357,19068951.565
2358,16977533.716
2359,60171843.297
2360,16325780.497
2361,0
2362,13035466.313
2363,13173863.466
2364,10384296.614
2365,15026554.003
2366,4678354.826
2367,7247057.106
2368,9782044.358
2369,21560192.536
2370,10126727.356
2371,16372692.077
2372,1065764.451
2373,4400335.233
2374,9148020.598
2375,3294937.782
2376,17534452.89
2377,3978038.3
2378,10898361.203
2379,4089566.552
2380,7956032.893
2381,21382832.434
2382,434734.951
2383,0
2384,24672057.538
2385,15972160.509
2386,25375710.143
2387,13547491.888
2388,1514612.58
2389,26981059.442
2390,23601519.332
2391,2671710.3
2392,8007865.062
2393,12987845.078
2394,15669519.79
2395,19923289.357
2396,6923439.062
2397,4028717.826
2398,26141817.736
2399,44065875.166
2400,22190614
2401,6324750.062
2402,16777083.427
2403,26791461.765
2404,7800954.552
2405,6627780
2406,1968987.451
2407,4175186.3
2408,12138607.266
2409,8247410.857
2410,10530087.44
2411,9654057.062
2412,13529302.579
2413,25643933.649
2414,39803166.388
2415,807000
2416,17341020.534
2417,13655736.254
2418,21555832.473
2419,16581321.183
2420,2208705.598
2421,8083339.029
2422,19478057.83
2423,2972827.138
2424,2271131.552
2425,2344844.565
2426,17337320.074
2427,0
2428,5906874
2429,22068269.867
2430,2266075.328
2431,8098488.211
2432,8737683.66
2433,13077582.319
2434,2453192
2435,6484975.062
2436,3241654.3
2437,20680105.252
2438,36014869.825
2439,7604964.886
2440,16861183.497
2441,27360995.404
2442,17228587.193
2443,13876755.598
2444,11690425.545
2445,22164684.884
2446,27018670.103
2447,19278269.007
2448,1173174.552
2449,19669034.258
2450,10657635.783
2451,13958709.76
2452,15206481.049
2453,20568524.114
2454,19836255.5
2455,12148471.294
2456,17090869.83
2457,12146453
2458,509719.451
2459,21410476.105
2460,8725446.826
2461,10193573.751
2462,5477953.236
2463,0
2464,22285593.143
2465,3788447.519
2466,2211177.031
2467,20080448.78
2468,12409224.114
2469,750887
2470,8896060
2471,7430147.513
2472,5043760.32
2473,5572982.826
2474,21035647.549
2475,11167095.614
2476,10982349.541
2477,23736814.055
2478,12627609.783
2479,13799784.642
2480,21835592.551
2481,20677782.415
2482,5701316.086
2483,20521953.626
2484,27875781.727
2485,1981512.451
2486,1843119.003
2487,22401967.924
2488,11132504.886
2489,8397629.886
2490,10422356.894
2491,29392595.975
2492,31831079.65
2493,3783702.768
2494,12953571.745
2495,12590452.4
2496,6202410.976
2497,14536450.845
2498,2041321.58
2499,9126829.304
2500,9798615.556
2501,6714202.435
2502,28134171.111
2503,14737838.075
2504,9263685.146
2505,11632057.169
2506,7196150.594
2507,0
2508,4588283.448
2509,16540793.671
2510,10653209.013
2511,7893028.768
2512,23593528.991
2513,618624.69
2514,14665847.624
2515,1311281
2516,45567303.912
2517,3097891
2518,8656596.362
2519,8750998.987
2520,21518110.401
2521,11157847.942
2522,3895752.826
2523,35393146.02
2524,13855802.632
2525,26265335.39
2526,6484250.663
2527,21755041.779
2528,33496441.842
2529,8220065.103
2530,6946156.015
2531,9924097.936
2532,5101595.768
2533,28502006.639
2534,33862654.806
2535,20183675.951
2536,2434002
2537,44849822.903
2538,3828016.288
2539,4690257.533
2540,18217929.723
2541,19594160.494
2542,12530914.094
2543,8536304.133
2544,34446695.741
2545,34102067.487
2546,10594581.58
2547,7926029.358
2548,25423154.147
2549,10581706.678
2550,16949891.382
2551,24034820.654
2552,5194564.826
2553,10718392.05
2554,5803090.435
2555,0
2556,3930699.768
2557,17192267.97
2558,18531536.656
2559,34878966.707
2560,13273839.292
2561,36173551.149
2562,5074355.768
2563,5591768.435
2564,11865498.326
2565,9420810.827
2566,15121763.755
2567,6820552.406
2568,9435565.627
2569,20791509.339
2570,22720036.695
2571,43172131.137
2572,36151579.17
2573,8914274.768
2574,9655310.339
2575,1776828.678
2576,5058347.768
2577,13875484.859
2578,9356912.888
2579,13166472.268
2580,12372701.828
2581,4010388.031
2582,5049521.826
2583,22908651.953
2584,3032162.826
2585,12464155.428
2586,20649488.177
2587,0
2588,2062944
2589,1683115
2590,11772063.62
2591,16139396.877
2592,19126285.268
2593,0
2594,4835932.868
2595,790321.772
2596,4745555.32
2597,5292544.53
2598,1090751
2599,0
2600,17573728.171
2601,8623931.261
2602,3496685.3
2603,9798368.887
2604,4815465.3
2605,38282624.047
2606,28731402.9
2607,12715750.714
2608,4499868
2609,14480989.448
2610,6900813.829
2611,11662021.213
2612,1646192
2613,11046466.987
2614,6247788.31
2615,22058769.676
2616,10708642
2617,7507096.259
2618,6496641.321
2619,14056319.859
2620,8155045.606
2621,7060396.045
2622,1154070
2623,8996847.184
2624,6858154.356
2625,14456046.454
2626,56508157.13
2627,0
2628,1710885.589
2629,11264997.362
2630,10061114.378
2631,16944578.292
2632,4715277.826
2633,17831380.676
2634,339864
2635,4540838.307
2636,8808421.812
2637,7660282.062
2638,14980422.882
2639,20675001.044
2640,0
2641,7417151.019
2642,25150451.373
2643,6764942.987
2644,30166689.569
2645,9035943.987
2646,4919414.58
2647,15394502.346
2648,6926177.451
2649,0
2650,750887
2651,10134826.005
2652,20655568.574
2653,14971652.892
2654,12140600.529
2655,20985800.323
2656,19335466.685
2657,13072741.302
2658,1968140
2659,13949710.393
2660,16465389.431
2661,12507010.202
2662,8317440.585
2663,37087837.296
2664,31327893.716
2665,21177077.599
2666,24552389.896
2667,12988707.83
2668,1196994
2669,8593510.849
2670,24210862.454
2671,863590
2672,807000
2673,6468153.3
2674,7222126.588
2675,14579978.428
2676,3243020
2677,6413293.577
2678,10722418.127
2679,14031274.921
2680,6398768.435
2681,21983860.36
2682,13379206.678
2683,7466480.329
2684,28638315.433
2685,19528012.634
2686,21243555.589
2687,6883361.83
2688,2331846.3
2689,17053955.903
2690,10536433.435
2691,15415027.348
2692,211322
2693,5104890
2694,4856525.277
2695,4315889
2696,13161635.917
2697,2883032.3
2698,13865740.435
2699,15320724.833
2700,5724231.3
2701,14243663.865
2702,10830226.685
2703,18844946.265
2704,46533100.199
2705,20346560.413
2706,3412155.768
2707,48623916.334
2708,2580600
2709,16800796.557
2710,5591768.435
2711,27278536.38
2712,13792962.561
2713,5695552
2714,211322
2715,8610815.202
2716,19995619.543
2717,19426457.405
2718,4728875.219
2719,14352148.362
2720,26545227.687
2721,15932638.335
2722,27640843.642
2723,3372026.826
2724,3937174.3
2725,32850145.69
2726,3032162.826
2727,3412155.768
2728,11884377.888
2729,3329307
2730,8406719.099
2731,14422831.813
2732,55505971.789
2733,4728875.219
2734,19099908.446
2735,12976967.387
2736,4055877.681
2737,45092515.729
2738,18274356.852
2739,10810341.203
2740,13089693.049
2741,29577148.466
2742,15819915.654
2743,6281259.768
2744,0
2745,5319704.334
2746,9003924.203
2747,31228232.986
2748,66617869.231
2749,5219571.26
2750,0
2751,18264605.797
2752,3048126.136
2753,7307908.594
2754,23601863.113
2755,18926097.912
2756,4883848
2757,6098946.23
2758,22551249.565
2759,17650736.642
2760,25448163.555
2761,0
2762,6295957.534
2763,12517977.83
2764,1622504
2765,3921875.219
2766,8129460.451
2767,26074631.132
2768,12335636.362
2769,11285120.921
2770,23079240.176
2771,11758698.356
2772,16412855.61
2773,1510554.712
2774,5162571.187
2775,5112239.578
2776,3464613.384
2777,10641802.491
2778,3178237.552
2779,9724739.582
2780,30333469.57
2781,10979281.997
2782,1683115
2783,2161387.58
2784,12375887.813
2785,21987329.803
2786,13737430.972
2787,24967712.214
2788,3412155.768
2789,6809041.826
2790,14786813.282
2791,14361657.077
2792,12132685.348
2793,5697775.028
2794,10528280.827
2795,15587174.865
2796,6444318.594
2797,6774387.751
2798,6542523.432
2799,339864
2800,14139559.573
2801,16544665.116
2802,45186845.395
2803,16056108.491
2804,16332396.261
2805,2941481.031
2806,9266713.476
2807,11157930.137
2808,58830224.359
2809,15334211.958
2810,40199458.716
2811,19962151.494
2812,8569199.404
2813,9200924.32
2814,5635780.768
2815,1173174.552
2816,4081442.085
2817,4920062.016
2818,14788747.633
2819,160225
2820,11364129.651
2821,8831077.517
2822,20878236.582
2823,15510892.377
2824,28374238.809
2825,22998030.096
2826,7075637.062
2827,23959611.227
2828,16100877.96
2829,750887
2830,23683203.774
2831,17756232.972
2832,26578633.114
2833,8127836.62
2834,8331089.157
2835,46983698.171
2836,13342727.315
2837,11401623.367
2838,26380046.042
2839,8609502.365
2840,12063150.515
2841,35151366.107
2842,1476337.307
2843,9757318.132
2844,12690134.472
2845,22091380.082
2846,16949166.754
2847,5938838.435
2848,33642610.329
2849,9215246.203
2850,27707305.962
2851,8295201.062
2852,6590857
2853,17788550.18
2854,12837447.023
2855,11146711.362
2856,0
2857,5003916.561
2858,4751977.826
2859,3496727.192
2860,22015415.824
2861,17583193.534
2862,7775875.396
2863,12527332.435
2864,6324750.062
2865,3412155.768
2866,7486737.513
2867,73593999.723
2868,3329307
2869,21837438.656
2870,16350864.521
2871,8541203.062
2872,37617259.274
2873,11969018.69
2874,7349632.292
2875,1154070
2876,12332026.683
2877,11801658.942
2878,339864
2879,25926815.361
2880,44740945.003
2881,10878206.56
2882,8792510.24
2883,5095270.768
2884,17065405.382
2885,39599256.056
2886,6195008.107
2887,9293964.594
2888,7435528.48
2889,4294843.723
2890,3384572.58
2891,13720829.894
2892,14096827.948
2893,3695525.3
2894,1354387.58
2895,9074207.976
2896,13366092.129
2897,14567096.049
2898,752590
2899,12029539.026
2900,21792263.943
2901,42293164.194
2902,0
2903,30924984.091
2904,13338870.766
2905,14996929.987
2906,16486818.841
2907,8186441.012
2908,3270907.868
2909,7931430.532
2910,7800366.451
2911,20797036.565
2912,3963821.3
2913,2601404
2914,29267612.396
2915,20898052.455
2916,13622415.978
2917,14866980.505
2918,8478140.435
2919,438985.69
2920,20705809.512
2921,12420465.883
2922,0
2923,16186932.614
2924,9909705.149
2925,7152686.334
2926,581646
2927,17305052.667
2928,14440255.71
2929,8182264.062
2930,18815429.551
2931,7225801.69
2932,15757407.382
2933,7676857.803
2934,3058412
2935,1994881.307
2936,9819878.272
2937,6867493.451
2938,6324750.062
2939,3686233.88
2940,27458118.856
2941,36040402.122
2942,35159565.878
2943,34910776.245
2944,18023851.922
2945,30317006.023
2946,17366956.116
2947,29353327.222
2948,11868770.438
2949,4084141.583
2950,20586692.406
2951,19268923.961
2952,5853556.449
2953,37413724.848
2954,12965733.015
2955,16831621.503
2956,41614187.162
2957,25205677.238
2958,0
2959,6324750.062
2960,1443605
2961,21507270.968
2962,45975013.832
2963,18086852.503
2964,28333594.902
2965,30262397.144
2966,4014961.3
2967,30299792.145
2968,0
2969,0
2970,0
2971,0
2972,7844466.451
2973,4611225.628
2974,2957789.048
2975,26384699.461
2976,11909742.886
2977,9031680.062
2978,29994800.898
2979,4321544.796
2980,0
2981,20333565.388
2982,4386550.406
2983,7310295.728
2984,476568.288
2985,3301874.451
2986,17672571.777
2987,16122597.593
2988,2354444.552
2989,7993726.958
2990,15872392.914
2991,0
2992,1337580.456
2993,18850817.506
2994,23766180.61
2995,9210495.768
2996,25087783.63
2997,5148317.285
2998,11582693.086
2999,1683115
3000,5696676.826
3001,13720500.123
3002,5422006.056
3003,5918865.663
3004,0
3005,6003146
3006,16470027.557
3007,3686233.88
3008,45060732.973
3009,7726955.451
3010,7721053.751
3011,25806799.783
3012,39912065.592
3013,8890745.466
3014,22485472.517
3015,17654064.25
3016,12958376.992
3017,8647044.003
3018,3245113.58
3019,6688678.629
3020,3519123.58
3021,11355699.656
3022,8169057.609
3023,34133127.843
3024,14602623.036
3025,13095453.203
3026,13264052.841
3027,45062026.554
3028,0
3029,5437094.852
3030,15252606.75
3031,1854476.58
3032,12167570.43
3033,14922530.55
3034,38661859.255
3035,29838482.896
3036,10431198.303
3037,10343296.362
3038,8875361.435
3039,40029181.123
3040,12828524.342
3041,8449725.126
3042,6416735.406
3043,8870217.567
3044,160225
3045,22691550.079
3046,27365004.914
3047,13982102.243
3048,12820229.733
3049,2328582.451
3050,211322
3051,14288453.203
3052,13976860.474
3053,17300572.662
3054,1973411.244
3055,25421533.146
3056,2331846.3
3057,15193464.375
3058,15558459.919
3059,9618805.362
3060,17763008.098
3061,8345232.113
3062,6324750.062
3063,34209618.575
3064,18190204.194
3065,19471595.261
3066,36663449.383
3067,2330454.841
3068,7272762.209
3069,25305116.315
3070,21866217.034
3071,4360620.074
3072,6324750.062
3073,0
3074,12397678.234
3075,24759161.71
3076,46776796.572
3077,0
3078,26306706.817
3079,863590
3080,807000
3081,540510
3082,4944665
3083,24439525.109
3084,27273283.488
3085,7940667.068
3086,30615548.613
3087,19866082.206
3088,23130463.725
3089,15459254.045
3090,45777467.359
3091,19279733.789
3092,11723172.878
3093,15166515.58
3094,10658200.988
3095,6536072.062
3096,0
3097,28593548.234
3098,1793520.003
3099,7661301.957
3100,12033136.768
3101,8638216.195
3102,3286685.552
3103,35424650.866
3104,9978318.841
3105,32254677.956
3106,4857417.219
3107,14606498.551
3108,17832311.255
3109,3392011.348
3110,14981358.953
3111,1924061.552
3112,4163042.768
3113,7536581.287
3114,0
3115,17869213.696
3116,2490115
3117,0
3118,9731746.378
3119,69062798.492
3120,13066212.83
3121,13954460.726
3122,5512426.378
3123,15149765.861
3124,14538065.969
3125,10327186.362
3126,13492851.634
3127,22498254.689
3128,51137618.925
3129,39492597.756
3130,3921875.219
3131,2645324
3132,4458124.009
3133,8776164.894
3134,10042663.634
3135,4528874.261
3136,27203416.045
3137,5751665
3138,15889106.062
3139,6675043.994
3140,3412155.768
3141,7887834.958
3142,4994223.258
3143,11078552.248
3144,14245379.07
3145,27493861.568
3146,8522128.062
3147,7107414.098
3148,12134748.378
3149,12855040.766
3150,11048318.036
3151,26621420.567
3152,990842.558
3153,30736567.079
3154,10385679.936
3155,7143550.663
3156,44793669.028
3157,599329
3158,12691470.064
3159,15303187.774
3160,4864623.219
3161,0
3162,12464146.935
3163,11771614.558
3164,1694251.58
3165,8014517.146
3166,0
3167,2383834.552
3168,12307574.888
3169,20470599.281
3170,7404586.015
3171,3771660.552
3172,24435737.25
3173,30279333.01
3174,7080669.548
3175,10595255.746
3176,14363001.13
3177,13261890.432
3178,1683115
3179,10151539.551
3180,15617372.497
3181,0
3182,18008668.055
3183,7340213.69
3184,38514380.057
3185,13068190.261
3186,20738064.134
3187,1614477
3188,10989645.097
3189,13000751.158
3190,16011264.339
3191,11725028.203
3192,0
3193,15556934.888
3194,4119991.874
3195,9628088.277
3196,285882
3197,33908942.808
3198,5462266.303
3199,4955620.401
3200,2321376.451
3201,25750657.885
3202,0
3203,12402922.45
3204,7280145.892
3205,13784344.403
3206,5695552
3207,2456554.552
3208,46605277.815
3209,19029417.566
3210,11022021.32
3211,50682176.388
3212,669944.451
3213,13688989.908
3214,15619470.857
3215,2671710.3
3216,26604528.405
3217,15122129.107
3218,8213385.298
3219,3098659.451
3220,4794008.826
3221,0
3222,5819911.724
3223,15123080.338
3224,5735556.126
3225,21940544.081
3226,10351049.457
3227,1018322
3228,4824770.657
3229,17774211.77
3230,863590
3231,4611723.029
3232,38881820.014
3233,2701897.58
3234,7254253.594
3235,368060
3236,17138561.972
3237,5533927.768
3238,22052641.888
3239,20980065.39
3240,6740983.976
3241,34788658.383
3242,16173416.587
3243,0
3244,22442071.72
3245,10179255.826
3246,15093198.312
3247,9150351.062
3248,7923614.735
3249,0
3250,20417214.12
3251,5111451.998
3252,6465871.3
3253,7326224.435
3254,6864266.362
3255,7616147.062
3256,17978812.525
3257,1501851.451
3258,15534133.263
3259,34790005.86
3260,29507314.77
3261,21308427.795
3262,25956134.72
3263,7374034.513
3264,11014004.32
3265,23064749.333
3266,14566615.659
3267,339864
3268,15850619.525
3269,750887
3270,863590
3271,17115555.056
3272,18547394.056
3273,4325108.3
3274,27087032.607
3275,17736468.604
3276,2251575.317
3277,764626
3278,33996872.473
3279,11152510.886
3280,14403905.39
3281,3839162.826
3282,17247924.416
3283,53306848.811
3284,5711079.126
3285,15075336.348
3286,11077425.625
3287,2851159.3
3288,47848875.029
3289,22362070.503
3290,1210536.328
3291,13948589.203
3292,9766975.908
3293,9068352.852
3294,19006477.2
3295,31522283.302
3296,6742658.331
3297,863590
3298,1161987.451
3299,24738244.377
3300,6029441.424
3301,5528180.84
3302,12118379.642
3303,859584
3304,20861775.437
3305,13828840.135
3306,1701457.58
3307,3426871.69
3308,9904192.88
3309,18444826.058
3310,39308040.266
3311,1999855.031
3312,10951537.816
3313,23440456.005
3314,12271186.234
3315,10098360.982
3316,9464969.062
3317,11285824.983
3318,40160948.789
3319,7415916.859
3320,2650340
3321,25392928.014
3322,5942509.997
3323,10166701.781
3324,19561899.826
3325,3032162.826
3326,6848974.578
3327,23940790.576
3328,17214046.13
3329,1081735
3330,32656647.967
3331,21608215.248
3332,18561469.561
3333,15608107.923
3334,45399722.795
3335,0
3336,5745249.768
3337,1023815
3338,5075869.737
3339,5486533.303
3340,844350
3341,1646192
3342,26615383.505
3343,4402991.078
3344,10930207.965
3345,10675177.766
3346,21236654.252
3347,20773769.834
3348,11988221.348
3349,3429803.3
3350,26586443.344
3351,3412155.768
3352,18511896.506
3353,7886948.046
3354,16647339.066
3355,7240570.894
3356,3355113.838
3357,24060083.227
3358,17376416.593
3359,249318
3360,10423839.83
3361,13277390.141
3362,8263482.826
3363,9744482
3364,26900672.762
3365,3032162.826
3366,2912274.58
3367,19942639.432
3368,6221656.675
3369,3243484.826
3370,12364043.393
3371,9726747.75
3372,19281445.127
